"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"38","syntaxin binding (GO:0019905)","1/62",0.246612946172802,0.473756449226698,0,0,3.61530054644809,5.06118646085781,"ABCA1"
"39","ATPase binding (GO:0051117)","1/73",0.283594767410212,0.522901879768028,0,0,3.06126543209877,3.85783405022241,"ABCA1"
"40","GTPase regulator activity (GO:0030695)","2/233",0.286521577955084,0.522901879768028,0,0,1.91429544238533,2.3927571825806,"ARHGAP20;ARHGAP25"
"41","calcium channel activity (GO:0005262)","1/84",0.318780220300213,0.545028109921092,0,0,2.65408299866131,3.03428935429206,"PKDREJ"
"42","ion channel activity (GO:0005216)","1/84",0.318780220300213,0.545028109921092,0,0,2.65408299866131,3.03428935429206,"TMC5"
"43","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)","1/87",0.328075937465776,0.545028109921092,0,0,2.56111111111111,2.85438440731377,"AKR1A1"
"44","protein homodimerization activity (GO:0042803)","4/636",0.328510093651069,0.545028109921092,0,0,1.40237159901062,1.56110283594278,"BNIP3;ZNF318;CARD9;SNF8"
"45","cation channel activity (GO:0005261)","1/98",0.361099422558389,0.585783507705832,0,0,2.26941580756014,2.31163136652919,"PKDREJ"
"46","cytokine receptor binding (GO:0005126)","1/105",0.381273193521042,0.596585903984363,0,0,2.1159188034188,2.04025167959571,"KITLG"
"47","thiol-dependent deubiquitinase (GO:0004843)","1/106",0.384103253250206,0.596585903984363,0,0,2.09566137566138,2.00522074899934,"MINDY3"
"48","deubiquitinase activity (GO:0101005)","1/112",0.400816741886975,0.601219618021328,0,0,1.98178178178178,1.81184589434196,"MINDY3"
"49","omega peptidase activity (GO:0008242)","1/113",0.403558373740343,0.601219618021328,0,0,1.9639880952381,1.78218983488456,"MINDY3"
"50","GTPase activator activity (GO:0005096)","2/336",0.453640908496452,0.66231572640482,0,0,1.31702886362107,1.04104460174651,"ARHGAP20;ARHGAP25"
"51","organic anion transmembrane transporter activity (GO:0008514)","1/144",0.482661668252469,0.690868662400594,0,0,1.53581973581974,1.11875153098188,"SLC6A20"
"52","cytokine activity (GO:0005125)","1/173",0.54722706569128,0.759439392769619,0,0,1.275,0.768686600970912,"KITLG"
"53","small GTPase binding (GO:0031267)","1/175",0.551373805709449,0.759439392769619,0,0,1.26021711366539,0.750260538038928,"ABCA1"
"54","protein heterodimerization activity (GO:0046982)","1/188",0.577426867666378,0.771543562088377,0,0,1.17183600713012,0.643541258822681,"SMC1A"
"55","RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)","1/190",0.581299944039188,0.771543562088377,0,0,1.15931804820694,0.62891659369267,"CTDP1"
"56","transcription regulatory region nucleic acid binding (GO:0001067)","1/212",0.62165428114055,0.791126903411532,0,0,1.03728278041074,0.493094317398827,"MAFK"
"57","kinase binding (GO:0019900)","2/461",0.623685760088637,0.791126903411532,0,0,0.952241071210007,0.449561224757274,"IBTK;SIT1"
"58","GTPase activity (GO:0003924)","1/216",0.628566580792724,0.791126903411532,0,0,1.01777777777778,0.472567779567803,"SEPTIN8"
"59","DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)","1/256",0.691174488736851,0.855181994538816,0,0,0.856383442265795,0.316316332404581,"MAFK"
"60","nucleoside-triphosphatase activity (GO:0017111)","1/278",0.721033858500778,0.862876584763225,0,0,0.78748495788207,0.257562061269419,"SEPTIN8"
"61","ATP binding (GO:0005524)","1/278",0.721033858500778,0.862876584763225,0,0,0.78748495788207,0.257562061269419,"ABCA1"
"62","adenyl ribonucleotide binding (GO:0032559)","1/306",0.754938939407434,0.876082600434055,0,0,0.714171220400729,0.20076667649041,"ABCA1"
"63","receptor ligand activity (GO:0048018)","1/307",0.756071285306103,0.876082600434055,0,0,0.711801016702977,0.199033525901832,"KITLG"
"64","purine ribonucleoside triphosphate binding (GO:0035639)","1/460",0.880240370863708,0.997853586975604,0,0,0.470830307431615,0.0600592364786772,"ABCA1"
"65","DNA binding (GO:0003677)","2/811",0.888499769224853,0.997853586975604,0,0,0.530548186830738,0.062721879430896,"MAFK;SMC1A"
"66","protein kinase binding (GO:0019901)","1/506",0.903406205266635,0.998366282337186,0,0,0.426930693069307,0.0433688950410946,"IBTK"
"67","transcription cis-regulatory region binding (GO:0000976)","1/549",0.92102723969683,0.998366282337186,0,0,0.392558799675588,0.0322941114708889,"MAFK"
"68","sequence-specific DNA binding (GO:0043565)","1/707",0.962468010914523,0.998366282337186,0,0,0.302219074598678,0.0115612241113842,"MAFK"
"69","sequence-specific double-stranded DNA binding (GO:1990837)","1/712",0.963344881024336,0.998366282337186,0,0,0.300015627441788,0.0112037234059875,"MAFK"
"70","RNA binding (GO:0003723)","2/1406",0.989743778865358,0.998366282337186,0,0,0.296184256858414,0.0030534163957383,"DDX31;SMC1A"
"71","RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)","1/1149",0.995465809086601,0.998366282337186,0,0,0.181581494386372,0.000825197380095342,"MAFK"
"72","cis-regulatory region sequence-specific DNA binding (GO:0000987)","1/1149",0.995465809086601,0.998366282337186,0,0,0.181581494386372,0.000825197380095342,"MAFK"
"73","RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)","1/1359",0.998366282337186,0.998366282337186,0,0,0.151783668793978,0.000248174439361905,"MAFK"
