"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"19","myeloid cell activation involved in immune response (GO:0002275)","1/19",0.0160340723954654,0.0610578021958428,0,0,69.3229166666667,286.514338713971,"DNASE1"
"20","epithelial cilium movement involved in extracellular fluid movement (GO:0003351)","1/20",0.0168712348172724,0.0610578021958428,0,0,65.6710526315789,268.078771560398,"NEK10"
"21","regulation of acute inflammatory response (GO:0002673)","1/20",0.0168712348172724,0.0610578021958428,0,0,65.6710526315789,268.078771560398,"DNASE1"
"22","DNA catabolic process, endonucleolytic (GO:0000737)","1/23",0.0193787023349684,0.064033972932939,0,0,56.7073863636364,223.630150653724,"DNASE1"
"23","positive regulation of protein autophosphorylation (GO:0031954)","1/23",0.0193787023349684,0.064033972932939,0,0,56.7073863636364,223.630150653724,"NEK10"
"24","DNA geometric change (GO:0032392)","1/26",0.0218801506534414,0.0689031472255409,0,0,49.895,190.707442381889,"SUPV3L1"
"25","DNA metabolic process (GO:0006259)","2/277",0.02266550895577,0.0689031472255409,0,0,9.55539393939394,36.1854258380227,"SUPV3L1;DNASE1"
"26","positive regulation of protein targeting to mitochondrion (GO:1903955)","1/31",0.026035891626597,0.0761049139854375,0,0,41.56875,151.654407895734,"SAE1"
"27","regulation of protein autophosphorylation (GO:0031952)","1/37",0.0310008470344359,0.0840107187149006,0,0,34.6302083333333,120.296365909311,"NEK10"
"28","regulation of protein targeting to mitochondrion (GO:1903214)","1/39",0.0326505321055088,0.0840107187149006,0,0,32.8042763157895,112.252760437058,"SAE1"
"29","DNA recombination (GO:0006310)","1/39",0.0326505321055088,0.0840107187149006,0,0,32.8042763157895,112.252760437058,"SUPV3L1"
"30","detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)","1/40",0.0334743831049908,0.0840107187149006,0,0,31.9615384615385,108.572541237777,"TAS2R41"
"31","sensory perception of bitter taste (GO:0050913)","1/41",0.0342975737471893,0.0840107187149006,0,0,31.1609375,105.095891364207,"TAS2R41"
"32","mRNA catabolic process (GO:0006402)","1/44",0.0367631884445426,0.0840107187149006,0,0,28.9825581395349,95.7368742359539,"SUPV3L1"
"33","detection of chemical stimulus involved in sensory perception of taste (GO:0050912)","1/44",0.0367631884445426,0.0840107187149006,0,0,28.9825581395349,95.7368742359539,"TAS2R41"
"34","positive regulation of RNA metabolic process (GO:0051254)","1/45",0.0375837425829818,0.0840107187149006,0,0,28.3224431818182,92.9311389180463,"SUPV3L1"
"35","RNA catabolic process (GO:0006401)","1/49",0.0408593851672061,0.0887232363630761,0,0,25.95703125,83.0006894821206,"SUPV3L1"
"36","DNA duplex unwinding (GO:0032508)","1/51",0.042493268979737,0.0897080122905559,0,0,24.91625,78.6957230101767,"SUPV3L1"
"37","protein sumoylation (GO:0016925)","1/55",0.045753181325315,0.0931330515386928,0,0,23.0659722222222,71.1468518282738,"SAE1"
"38","positive regulation of establishment of protein localization to mitochondrion (GO:1903749)","1/56",0.0465665257693464,0.0931330515386928,0,0,22.6454545454545,69.4507405255976,"SAE1"
"39","RNA 3'-end processing (GO:0031123)","1/69",0.0570808058931169,0.108453531196922,0,0,18.3042279411765,52.4102646415421,"SUPV3L1"
"40","positive regulation of MAP kinase activity (GO:0043406)","1/69",0.0570808058931169,0.108453531196922,0,0,18.3042279411765,52.4102646415421,"NEK10"
"41","nucleic acid phosphodiester bond hydrolysis (GO:0090305)","1/75",0.0618966561391051,0.112226882185643,0,0,16.8150337837838,46.7842855678971,"DNASE1"
"42","positive regulation of growth (GO:0045927)","1/76",0.0626970437431624,0.112226882185643,0,0,16.59,45.9450258861821,"SUPV3L1"
"43","positive regulation of protein modification by small protein conjugation or removal (GO:1903322)","1/77",0.0634967886050346,0.112226882185643,0,0,16.3708881578947,45.1307070042021,"SAE1"
"44","regulation of cell cycle G2/M phase transition (GO:1902749)","1/85",0.069871666881434,0.120687424613386,0,0,14.8058035714286,39.3996505923103,"NEK10"
"45","regulation of cell cycle phase transition (GO:1901987)","1/95",0.0777828375206224,0.131112313756543,0,0,13.2240691489362,33.7720836203226,"NEK10"
"46","regulation of MAP kinase activity (GO:0043405)","1/97",0.0793574530631706,0.131112313756543,0,0,12.947265625,32.8056898442341,"NEK10"
"47","positive regulation of cell growth (GO:0030307)","1/102",0.0832829288371865,0.134026716074443,0,0,12.3032178217822,30.5797916805439,"SUPV3L1"
"48","positive regulation of protein serine/threonine kinase activity (GO:0071902)","1/106",0.0864119616795749,0.134026716074443,0,0,11.8321428571429,28.9725301127176,"NEK10"
"49","peptidyl-lysine modification (GO:0018205)","1/106",0.0864119616795749,0.134026716074443,0,0,11.8321428571429,28.9725301127176,"SAE1"
"50","RNA metabolic process (GO:0016070)","1/133",0.107271471675282,0.163052636946429,0,0,9.39914772727273,20.982587260368,"SUPV3L1"
"51","positive regulation of cellular catabolic process (GO:0031331)","1/141",0.113365454665336,0.166797263878123,0,0,8.85848214285714,19.2861431154535,"SUPV3L1"
"52","chromatin organization (GO:0006325)","1/142",0.114124443706084,0.166797263878123,0,0,8.79521276595745,19.0897086398113,"SUPV3L1"
"53","positive regulation of intracellular protein transport (GO:0090316)","1/148",0.118665552063183,0.170161923713243,0,0,8.43367346938776,17.9759215177369,"SAE1"
"54","regulation of MAPK cascade (GO:0043408)","1/166",0.13215778044759,0.18599983914846,0,0,7.50681818181818,15.191989083592,"NEK10"
"55","mitochondrion organization (GO:0007005)","1/175",0.138830763507344,0.191838873210149,0,0,7.11530172413793,14.0491605246376,"SUPV3L1"
"56","regulation of inflammatory response (GO:0050727)","1/206",0.161447719642882,0.21910761951534,0,0,6.02987804878049,10.995928266774,"DNASE1"
"57","regulation of cell growth (GO:0001558)","1/217",0.169337822595236,0.225783763460315,0,0,5.71961805555556,10.1572386839627,"SUPV3L1"
"58","regulation of ERK1 and ERK2 cascade (GO:0070372)","1/238",0.184207102026083,0.241374823344523,0,0,5.20727848101266,8.80912488621878,"NEK10"
"59","positive regulation of MAPK cascade (GO:0043410)","1/274",0.20911606030395,0.269369840391528,0,0,4.51236263736264,7.06124227834789,"NEK10"
"60","positive regulation of protein phosphorylation (GO:0001934)","1/371",0.27271691105464,0.34544142066921,0,0,3.31300675675676,4.30465917815574,"NEK10"
"61","negative regulation of programmed cell death (GO:0043069)","1/381",0.278992591799339,0.347597327487701,0,0,3.22417763157895,4.11588860101084,"SUPV3L1"
"62","phosphorylation (GO:0016310)","1/400",0.29077622071957,0.356435367333666,0,0,3.06766917293233,3.78918897678009,"NEK10"
"63","protein modification by small protein conjugation (GO:0032446)","1/409",0.296294453905355,0.357434579314397,0,0,2.99862132352941,3.64752760305444,"SAE1"
"64","regulation of nucleic acid-templated transcription (GO:1903506)","1/430",0.309013589254939,0.36695363724024,0,0,2.84877622377622,3.34551740479387,"ZNF875"
"65","regulation of cellular macromolecule biosynthetic process (GO:2000112)","1/468",0.331480957160296,0.387155260043809,0,0,2.61188436830835,2.88400332043765,"ZNF875"
"66","negative regulation of apoptotic process (GO:0043066)","1/485",0.341307926617568,0.387155260043809,0,0,2.51794938016529,2.70672054515707,"SUPV3L1"
"67","neutrophil activation involved in immune response (GO:0002283)","1/485",0.341307926617568,0.387155260043809,0,0,2.51794938016529,2.70672054515707,"DNASE1"
"68","protein phosphorylation (GO:0006468)","1/496",0.347593932898421,0.388487336768823,0,0,2.46060606060606,2.60017247298332,"NEK10"
"69","positive regulation of cellular process (GO:0048522)","1/625",0.41722046767658,0.459547181788696,0,0,1.93900240384615,1.69496052581883,"SUPV3L1"
"70","negative regulation of transcription by RNA polymerase II (GO:0000122)","1/684",0.446677576003236,0.484964225374942,0,0,1.76610541727672,1.42333658917763,"ZNF875"
"71","regulation of apoptotic process (GO:0042981)","1/742",0.474265040482949,0.507663986995832,0,0,1.62297570850202,1.21072195508066,"SUPV3L1"
"72","negative regulation of transcription, DNA-templated (GO:0045892)","1/948",0.562141787071798,0.593371886353565,0,0,1.25633579725449,0.723650890067332,"ZNF875"
"73","cellular protein modification process (GO:0006464)","1/1025",0.591284042484608,0.615583386696304,0,0,1.15716552734375,0.608042767385637,"NEK10"
"74","regulation of gene expression (GO:0010468)","1/1079",0.610621572149669,0.627124857883444,0,0,1.09606910946197,0.540666635552176,"ZNF875"
"75","regulation of transcription by RNA polymerase II (GO:0006357)","1/2206",0.862981729774743,0.86787411481434,0,0,0.50391156462585,0.0742572944025429,"ZNF875"
"76","regulation of transcription, DNA-templated (GO:0006355)","1/2244",0.86787411481434,0.86787411481434,0,0,0.494315648684797,0.0700487804389242,"ZNF875"
