"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"53","mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)","1/12",0.0521259734586204,0.308851596716363,0,0,20.5578512396694,60.7297823131106,"CYC1"
"54","mitochondrion distribution (GO:0048311)","1/12",0.0521259734586204,0.308851596716363,0,0,20.5578512396694,60.7297823131106,"TRAK1"
"55","very-low-density lipoprotein particle assembly (GO:0034379)","1/12",0.0521259734586204,0.308851596716363,0,0,20.5578512396694,60.7297823131106,"APOB"
"56","long-chain fatty acid metabolic process (GO:0001676)","2/83",0.052830361568435,0.308851596716363,0,0,5.62792677735206,16.5498710681333,"CYP2C9;ALOX12"
"57","sodium ion export across plasma membrane (GO:0036376)","1/13",0.0563465354488024,0.308851596716363,0,0,18.84375,54.1990442947631,"ATP4A"
"58","lipid oxidation (GO:0034440)","1/13",0.0563465354488024,0.308851596716363,0,0,18.84375,54.1990442947631,"ALOX12"
"59","atrial cardiac muscle cell action potential (GO:0086014)","1/13",0.0563465354488024,0.308851596716363,0,0,18.84375,54.1990442947631,"KCNJ5"
"60","triglyceride-rich lipoprotein particle remodeling (GO:0034370)","1/13",0.0563465354488024,0.308851596716363,0,0,18.84375,54.1990442947631,"APOB"
"61","carboxylic acid biosynthetic process (GO:0046394)","1/13",0.0563465354488024,0.308851596716363,0,0,18.84375,54.1990442947631,"CYP2C9"
"62","cellular potassium ion homeostasis (GO:0030007)","1/13",0.0563465354488024,0.308851596716363,0,0,18.84375,54.1990442947631,"ATP4A"
"63","low-density lipoprotein particle remodeling (GO:0034374)","1/14",0.0605485153373023,0.308851596716363,0,0,17.3933566433566,48.7763696891856,"APOB"
"64","synaptic membrane adhesion (GO:0099560)","1/14",0.0605485153373023,0.308851596716363,0,0,17.3933566433566,48.7763696891856,"PTPRD"
"65","renal absorption (GO:0070293)","1/14",0.0605485153373023,0.308851596716363,0,0,17.3933566433566,48.7763696891856,"MAGED2"
"66","lipoxygenase pathway (GO:0019372)","1/15",0.0647319939567834,0.308851596716363,0,0,16.1501623376623,44.2110645976649,"ALOX12"
"67","cellular sodium ion homeostasis (GO:0006883)","1/15",0.0647319939567834,0.308851596716363,0,0,16.1501623376623,44.2110645976649,"ATP4A"
"68","superoxide anion generation (GO:0042554)","1/15",0.0647319939567834,0.308851596716363,0,0,16.1501623376623,44.2110645976649,"ALOX12"
"69","Arp2/3 complex-mediated actin nucleation (GO:0034314)","1/15",0.0647319939567834,0.308851596716363,0,0,16.1501623376623,44.2110645976649,"ARPC5"
"70","membrane repolarization during cardiac muscle cell action potential (GO:0086013)","1/15",0.0647319939567834,0.308851596716363,0,0,16.1501623376623,44.2110645976649,"KCNJ5"
"71","icosanoid biosynthetic process (GO:0046456)","1/15",0.0647319939567834,0.308851596716363,0,0,16.1501623376623,44.2110645976649,"CYP2C9"
"72","regulation of kinase activity (GO:0043549)","2/94",0.0657855506703964,0.308851596716363,0,0,4.95227386306847,13.4768955329945,"EPHA6;INSRR"
"73","regulation of amyloid-beta clearance (GO:1900221)","1/16",0.0688970518062023,0.308851596716363,0,0,15.0727272727273,40.3216841439866,"CYP51A1"
"74","odontogenesis of dentin-containing tooth (GO:0042475)","1/16",0.0688970518062023,0.308851596716363,0,0,15.0727272727273,40.3216841439866,"WNT6"
"75","regulation of cholesterol storage (GO:0010885)","1/16",0.0688970518062023,0.308851596716363,0,0,15.0727272727273,40.3216841439866,"APOB"
"76","negative regulation of platelet activation (GO:0010544)","1/16",0.0688970518062023,0.308851596716363,0,0,15.0727272727273,40.3216841439866,"ALOX12"
"77","stem cell development (GO:0048864)","1/17",0.0730437690545435,0.308851596716363,0,0,14.1299715909091,36.9738463792698,"TCOF1"
"78","protein autoprocessing (GO:0016540)","1/17",0.0730437690545435,0.308851596716363,0,0,14.1299715909091,36.9738463792698,"CASP4"
"79","cellular response to pH (GO:0071467)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"INSRR"
"80","alternative mRNA splicing, via spliceosome (GO:0000380)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"RBMY1A1"
"81","mitochondrial fission (GO:0000266)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"MTFR1"
"82","presynapse assembly (GO:0099054)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"PTPRD"
"83","regulation of platelet aggregation (GO:0090330)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"ALOX12"
"84","positive regulation of macrophage derived foam cell differentiation (GO:0010744)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"APOB"
"85","regulation of presynapse assembly (GO:1905606)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"PTPRD"
"86","regulation of presynapse organization (GO:0099174)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"PTPRD"
"87","rRNA transcription (GO:0009303)","1/18",0.077172225487119,0.308851596716363,0,0,13.298128342246,34.0660236252598,"TCOF1"
"88","steroid metabolic process (GO:0008202)","2/104",0.0783771488070497,0.308851596716363,0,0,4.46450304259635,11.3676197208181,"CYP2C9;CYP51A1"
"89","epoxygenase P450 pathway (GO:0019373)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"CYP2C9"
"90","establishment of skin barrier (GO:0061436)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"ALOX12"
"91","pyroptosis (GO:0070269)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"CASP4"
"92","neural crest cell differentiation (GO:0014033)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"TCOF1"
"93","aspartate family amino acid metabolic process (GO:0009066)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"GADL1"
"94","mesenchymal cell development (GO:0014031)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"TCOF1"
"95","regulation of water loss via skin (GO:0033561)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"ALOX12"
"96","mitochondrion localization (GO:0051646)","1/19",0.081282500607778,0.308851596716363,0,0,12.5587121212121,31.5201637504627,"TRAK1"
"97","positive regulation of dendrite morphogenesis (GO:0050775)","1/20",0.0853746735440269,0.308851596716363,0,0,11.8971291866029,29.2753346130257,"PTPRD"
"98","cellular monovalent inorganic cation homeostasis (GO:0030004)","1/20",0.0853746735440269,0.308851596716363,0,0,11.8971291866029,29.2753346130257,"ATP4A"
"99","protein-containing complex subunit organization (GO:0043933)","2/112",0.0889469955693568,0.308851596716363,0,0,4.13814002089864,10.0131179994796,"MAGI1;EPRS1"
"100","actin nucleation (GO:0045010)","1/21",0.0894488230927171,0.308851596716363,0,0,11.3017045454545,27.2833164006048,"ARPC5"
"101","aerobic respiration (GO:0009060)","1/21",0.0894488230927171,0.308851596716363,0,0,11.3017045454545,27.2833164006048,"MTFR1"
"102","linoleic acid metabolic process (GO:0043651)","1/21",0.0894488230927171,0.308851596716363,0,0,11.3017045454545,27.2833164006048,"ALOX12"
"103","sterol transport (GO:0015918)","1/21",0.0894488230927171,0.308851596716363,0,0,11.3017045454545,27.2833164006048,"APOB"
"104","cyclic purine nucleotide metabolic process (GO:0052652)","1/21",0.0894488230927171,0.308851596716363,0,0,11.3017045454545,27.2833164006048,"NPPC"
"105","positive regulation of lipid storage (GO:0010884)","1/21",0.0894488230927171,0.308851596716363,0,0,11.3017045454545,27.2833164006048,"APOB"
"106","negative regulation of reproductive process (GO:2000242)","1/21",0.0894488230927171,0.308851596716363,0,0,11.3017045454545,27.2833164006048,"NPPC"
"107","positive regulation of kinase activity (GO:0033674)","2/114",0.0916528330317766,0.313504083080656,0,0,4.0638341543514,9.71153707900451,"EPHA6;INSRR"
"108","exogenous drug catabolic process (GO:0042738)","1/22",0.0935050277472242,0.313971010600771,0,0,10.762987012987,25.5054816130164,"CYP2C9"
"109","regulation of lipid storage (GO:0010883)","1/22",0.0935050277472242,0.313971010600771,0,0,10.762987012987,25.5054816130164,"APOB"
"110","vesicle transport along microtubule (GO:0047496)","1/23",0.0975433655997771,0.320451661142264,0,0,10.2732438016529,23.9105457782376,"TRAK1"
"111","drug catabolic process (GO:0042737)","1/23",0.0975433655997771,0.320451661142264,0,0,10.2732438016529,23.9105457782376,"CYP2C9"
"112","leukotriene metabolic process (GO:0006691)","1/24",0.10156391446039,0.320451661142264,0,0,9.82608695652174,22.4729190165506,"ALOX12"
"113","sulfur amino acid metabolic process (GO:0000096)","1/24",0.10156391446039,0.320451661142264,0,0,9.82608695652174,22.4729190165506,"GADL1"
"114","heterochromatin assembly (GO:0031507)","1/24",0.10156391446039,0.320451661142264,0,0,9.82608695652174,22.4729190165506,"ZNFX1"
"115","potassium ion homeostasis (GO:0055075)","1/24",0.10156391446039,0.320451661142264,0,0,9.82608695652174,22.4729190165506,"ATP4A"
"116","protein K48-linked deubiquitination (GO:0071108)","1/24",0.10156391446039,0.320451661142264,0,0,9.82608695652174,22.4729190165506,"BAP1"
"117","sodium ion homeostasis (GO:0055078)","1/25",0.105566751796041,0.327435857265685,0,0,9.41619318181818,21.1714799336036,"ATP4A"
"118","divalent inorganic cation homeostasis (GO:0072507)","1/25",0.105566751796041,0.327435857265685,0,0,9.41619318181818,21.1714799336036,"TMC8"
"119","lamellipodium assembly (GO:0030032)","1/26",0.109551954738585,0.328655864215755,0,0,9.03909090909091,19.9886512585998,"ABLIM1"
"120","meiosis I (GO:0007127)","1/26",0.109551954738585,0.328655864215755,0,0,9.03909090909091,19.9886512585998,"BRME1"
"121","organelle fission (GO:0048285)","1/26",0.109551954738585,0.328655864215755,0,0,9.03909090909091,19.9886512585998,"MTFR1"
"122","negative regulation of protein transport (GO:0051224)","1/26",0.109551954738585,0.328655864215755,0,0,9.03909090909091,19.9886512585998,"CYP51A1"
"123","transcription by RNA polymerase III (GO:0006383)","1/28",0.117469764283949,0.346725271999399,0,0,8.36868686868687,17.9221647541494,"SNAPC4"
"124","positive regulation of synapse assembly (GO:0051965)","1/28",0.117469764283949,0.346725271999399,0,0,8.36868686868687,17.9221647541494,"PTPRD"
"125","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)","1/29",0.121402523510491,0.349868689801887,0,0,8.06939935064935,17.0154874081962,"CASP4"
"126","lamellipodium organization (GO:0097581)","1/29",0.121402523510491,0.349868689801887,0,0,8.06939935064935,17.0154874081962,"ABLIM1"
"127","transition metal ion homeostasis (GO:0055076)","1/29",0.121402523510491,0.349868689801887,0,0,8.06939935064935,17.0154874081962,"TMC8"
"128","estrogen metabolic process (GO:0008210)","1/30",0.125317953556685,0.350957621788442,0,0,7.79075235109718,16.1806224610618,"CYP2C9"
"129","zinc ion homeostasis (GO:0055069)","1/30",0.125317953556685,0.350957621788442,0,0,7.79075235109718,16.1806224610618,"TMC8"
"130","regulation of cellular component organization (GO:0051128)","2/139",0.127310021137311,0.350957621788442,0,0,3.31806359593926,6.8389606049062,"TMC8;BAP1"
"131","potassium ion transmembrane transport (GO:0071805)","2/139",0.127310021137311,0.350957621788442,0,0,3.31806359593926,6.8389606049062,"KCNJ5;ATP4A"
"132","positive regulation of protein targeting to mitochondrion (GO:1903955)","1/31",0.129216129936144,0.350957621788442,0,0,7.53068181818182,15.4097996292221,"BAP1"
"133","regulation of macrophage derived foam cell differentiation (GO:0010743)","1/31",0.129216129936144,0.350957621788442,0,0,7.53068181818182,15.4097996292221,"APOB"
"134","organelle transport along microtubule (GO:0072384)","1/31",0.129216129936144,0.350957621788442,0,0,7.53068181818182,15.4097996292221,"TRAK1"
"135","superoxide metabolic process (GO:0006801)","1/32",0.133097127767547,0.350957621788442,0,0,7.28739002932551,14.6963055463454,"ALOX12"
"136","metal ion export (GO:0070839)","1/32",0.133097127767547,0.350957621788442,0,0,7.28739002932551,14.6963055463454,"ATP4A"
"137","regulation of cellular amide metabolic process (GO:0034248)","1/32",0.133097127767547,0.350957621788442,0,0,7.28739002932551,14.6963055463454,"TCOF1"
"138","regulation of dendrite morphogenesis (GO:0048814)","1/32",0.133097127767547,0.350957621788442,0,0,7.28739002932551,14.6963055463454,"PTPRD"
"139","monocarboxylic acid metabolic process (GO:0032787)","2/143",0.133287184231129,0.350957621788442,0,0,3.22328197603326,6.49571641945463,"CYP2C9;ALOX12"
"140","female gamete generation (GO:0007292)","1/34",0.140807886923003,0.355517163444349,0,0,6.84504132231405,13.4187371414337,"SPO11"
"141","regulation of transmembrane transport (GO:0034762)","1/34",0.140807886923003,0.355517163444349,0,0,6.84504132231405,13.4187371414337,"KCNJ5"
"142","transcription by RNA polymerase I (GO:0006360)","1/34",0.140807886923003,0.355517163444349,0,0,6.84504132231405,13.4187371414337,"TCOF1"
"143","organic cyclic compound biosynthetic process (GO:1901362)","1/34",0.140807886923003,0.355517163444349,0,0,6.84504132231405,13.4187371414337,"CYP51A1"
"144","secondary alcohol biosynthetic process (GO:1902653)","1/34",0.140807886923003,0.355517163444349,0,0,6.84504132231405,13.4187371414337,"CYP51A1"
"145","positive regulation of transferase activity (GO:0051347)","2/148",0.140846963659646,0.355517163444349,0,0,3.11210832939695,6.09998547121339,"EPHA6;INSRR"
"146","cholesterol biosynthetic process (GO:0006695)","1/35",0.144637796944503,0.357685362714109,0,0,6.64338235294118,12.84513001124,"CYP51A1"
"147","regulation of ion transmembrane transport (GO:0034765)","1/35",0.144637796944503,0.357685362714109,0,0,6.64338235294118,12.84513001124,"KCNJ5"
"148","cellular response to amyloid-beta (GO:1904646)","1/35",0.144637796944503,0.357685362714109,0,0,6.64338235294118,12.84513001124,"CASP4"
"149","positive regulation of cytokine-mediated signaling pathway (GO:0001961)","1/36",0.148450825903903,0.358407356904291,0,0,6.45324675324675,12.3095779537901,"CASP4"
"150","membrane assembly (GO:0071709)","1/36",0.148450825903903,0.358407356904291,0,0,6.45324675324675,12.3095779537901,"PTPRD"
"151","regulation of osteoclast differentiation (GO:0045670)","1/36",0.148450825903903,0.358407356904291,0,0,6.45324675324675,12.3095779537901,"BGLAP"
"152","proton transmembrane transport (GO:1902600)","1/37",0.152247047311575,0.358407356904291,0,0,6.27367424242424,11.8086281500964,"ATP4A"
"153","anterograde axonal transport (GO:0008089)","1/37",0.152247047311575,0.358407356904291,0,0,6.27367424242424,11.8086281500964,"TRAK1"
"154","positive regulation of potassium ion transport (GO:0043268)","1/38",0.156026534450493,0.358407356904291,0,0,6.10380835380835,11.3392229707978,"KCNJ5"
"155","sterol biosynthetic process (GO:0016126)","1/38",0.156026534450493,0.358407356904291,0,0,6.10380835380835,11.3392229707978,"CYP51A1"
"156","tRNA aminoacylation (GO:0043039)","1/38",0.156026534450493,0.358407356904291,0,0,6.10380835380835,11.3392229707978,"EPRS1"
"157","skeletal system development (GO:0001501)","2/158",0.156231457500134,0.358407356904291,0,0,2.91114058355438,5.40428990629713,"TCOF1;BGLAP"
"158","regulation of protein targeting to mitochondrion (GO:1903214)","1/39",0.159789360236307,0.358407356904291,0,0,5.94288277511962,10.8986457658423,"BAP1"
"159","negative regulation of secretion by cell (GO:1903531)","1/39",0.159789360236307,0.358407356904291,0,0,5.94288277511962,10.8986457658423,"CYP51A1"
"160","regulation of heart rate by cardiac conduction (GO:0086091)","1/39",0.159789360236307,0.358407356904291,0,0,5.94288277511962,10.8986457658423,"KCNJ5"
"161","odontogenesis (GO:0042476)","1/39",0.159789360236307,0.358407356904291,0,0,5.94288277511962,10.8986457658423,"WNT6"
"162","vesicle cytoskeletal trafficking (GO:0099518)","1/39",0.159789360236307,0.358407356904291,0,0,5.94288277511962,10.8986457658423,"TRAK1"
"163","negative regulation of protein secretion (GO:0050709)","1/39",0.159789360236307,0.358407356904291,0,0,5.94288277511962,10.8986457658423,"CYP51A1"
"164","fatty acid derivative biosynthetic process (GO:1901570)","1/40",0.163535597276002,0.358407356904291,0,0,5.79020979020979,10.4844752599717,"ALOX12"
"165","sulfur compound catabolic process (GO:0044273)","1/40",0.163535597276002,0.358407356904291,0,0,5.79020979020979,10.4844752599717,"GADL1"
"166","bone development (GO:0060348)","1/40",0.163535597276002,0.358407356904291,0,0,5.79020979020979,10.4844752599717,"BGLAP"
"167","carboxylic acid metabolic process (GO:0019752)","1/40",0.163535597276002,0.358407356904291,0,0,5.79020979020979,10.4844752599717,"CYP2C9"
"168","positive regulation of biomineral tissue development (GO:0070169)","1/41",0.167265317897127,0.35916422515497,0,0,5.64517045454545,10.0945470173632,"WNT6"
"169","positive regulation of cation transmembrane transport (GO:1904064)","1/41",0.167265317897127,0.35916422515497,0,0,5.64517045454545,10.0945470173632,"KCNJ5"
"170","endosome organization (GO:0007032)","1/41",0.167265317897127,0.35916422515497,0,0,5.64517045454545,10.0945470173632,"EXOC8"
"171","regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)","1/42",0.170978594073258,0.35916422515497,0,0,5.50720620842572,9.72692073864062,"TMC8"
"172","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)","1/42",0.170978594073258,0.35916422515497,0,0,5.50720620842572,9.72692073864062,"PTPRD"
"173","negative regulation of protein catabolic process (GO:0042177)","1/42",0.170978594073258,0.35916422515497,0,0,5.50720620842572,9.72692073864062,"CYP51A1"
"174","cellular respiration (GO:0045333)","1/42",0.170978594073258,0.35916422515497,0,0,5.50720620842572,9.72692073864062,"MTFR1"
"175","cellular response to retinoic acid (GO:0071300)","1/43",0.17467549747974,0.35916422515497,0,0,5.37581168831169,9.37985238435293,"WNT6"
"176","lipid modification (GO:0030258)","1/43",0.17467549747974,0.35916422515497,0,0,5.37581168831169,9.37985238435293,"ALOX12"
"177","tRNA aminoacylation for protein translation (GO:0006418)","1/43",0.17467549747974,0.35916422515497,0,0,5.37581168831169,9.37985238435293,"EPRS1"
"178","regulation of cell-cell adhesion (GO:0022407)","1/43",0.17467549747974,0.35916422515497,0,0,5.37581168831169,9.37985238435293,"MAGI1"
"179","positive regulation of potassium ion transmembrane transport (GO:1901381)","1/44",0.178356099527921,0.359548878885406,0,0,5.25052854122622,9.05177032288153,"KCNJ5"
"180","neurogenesis (GO:0022008)","1/44",0.178356099527921,0.359548878885406,0,0,5.25052854122622,9.05177032288153,"TRAK1"
"181","response to amyloid-beta (GO:1904645)","1/44",0.178356099527921,0.359548878885406,0,0,5.25052854122622,9.05177032288153,"CASP4"
"182","neuron differentiation (GO:0030182)","2/174",0.181456515633171,0.359548878885406,0,0,2.63819834268912,4.50271662716875,"PTPRD;WNT6"
"183","positive regulation of nervous system development (GO:0051962)","1/45",0.182020471211676,0.359548878885406,0,0,5.13094008264463,8.7412548494523,"PTPRD"
"184","neural crest cell development (GO:0014032)","1/45",0.182020471211676,0.359548878885406,0,0,5.13094008264463,8.7412548494523,"TCOF1"
"185","mitochondrion organization (GO:0007005)","2/175",0.183053824740151,0.359548878885406,0,0,2.62281575975018,4.45347570801285,"MTFR1;TRAK1"
"186","establishment of protein localization to extracellular region (GO:0035592)","1/46",0.185668683358857,0.359548878885406,0,0,5.01666666666667,8.44702052052336,"TANGO6"
"187","alpha-amino acid metabolic process (GO:1901605)","1/46",0.185668683358857,0.359548878885406,0,0,5.01666666666667,8.44702052052336,"GADL1"
"188","posttranscriptional regulation of gene expression (GO:0010608)","1/46",0.185668683358857,0.359548878885406,0,0,5.01666666666667,8.44702052052336,"TCOF1"
"189","vesicle organization (GO:0016050)","1/46",0.185668683358857,0.359548878885406,0,0,5.01666666666667,8.44702052052336,"EXOC8"
"190","regulation of translation (GO:0006417)","2/178",0.187858333416728,0.360854662142013,0,0,2.57771682340648,4.31011561176437,"TCOF1;EPRS1"
