"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"19","regulation of protein-containing complex disassembly (GO:0043244)","1/18",0.01696963087688,0.084406206025214,0,0,65.2418300653595,265.947225984943,"BNIP3"
"20","regulation of mitochondrial membrane permeability (GO:0046902)","1/19",0.0179043467326212,0.084406206025214,0,0,61.6141975308642,247.856157076029,"BNIP3"
"21","positive regulation of mitochondrial fission (GO:0090141)","1/19",0.0179043467326212,0.084406206025214,0,0,61.6141975308642,247.856157076029,"BNIP3"
"22","neuron apoptotic process (GO:0051402)","1/21",0.0197712534056807,0.0889706403255633,0,0,55.4472222222222,217.548631569764,"BNIP3"
"23","amino acid import (GO:0043090)","1/22",0.0207034456368161,0.0891148312193387,0,0,52.8042328042328,204.746043725125,"SLC6A20"
"24","amino acid import across plasma membrane (GO:0089718)","1/24",0.0225653114296027,0.089461679011897,0,0,48.207729468599,182.771962672485,"SLC6A20"
"25","regulation of mitochondrial fission (GO:0090140)","1/25",0.0234949864071649,0.089461679011897,0,0,46.1967592592593,173.28257607803,"BNIP3"
"26","positive regulation of release of cytochrome c from mitochondria (GO:0090200)","1/25",0.0234949864071649,0.089461679011897,0,0,46.1967592592593,173.28257607803,"BNIP3"
"27","L-alpha-amino acid transmembrane transport (GO:1902475)","1/27",0.0253518240632961,0.0897110285534323,0,0,42.6388888888889,156.693848762057,"SLC6A20"
"28","L-amino acid transport (GO:0015807)","1/28",0.0262789881621165,0.0897110285534323,0,0,41.0576131687243,149.408062611375,"SLC6A20"
"29","neutral amino acid transport (GO:0015804)","1/28",0.0262789881621165,0.0897110285534323,0,0,41.0576131687243,149.408062611375,"SLC6A20"
"30","mitochondrial membrane organization (GO:0007006)","1/32",0.0299792961708411,0.0954733531577823,0,0,35.752688172043,125.393553496355,"BNIP3"
"31","apoptotic mitochondrial changes (GO:0008637)","1/33",0.0309022896132431,0.0954733531577823,0,0,34.6336805555556,120.418709776277,"BNIP3"
"32","sister chromatid segregation (GO:0000819)","1/34",0.0318244510525941,0.0954733531577823,0,0,33.5824915824916,115.776324263521,"SMC1A"
"33","negative regulation of mitochondrion organization (GO:0010823)","1/34",0.0318244510525941,0.0954733531577823,0,0,33.5824915824916,115.776324263521,"BNIP3"
"34","mitochondrion disassembly (GO:0061726)","1/36",0.0336662807139245,0.0964985594804869,0,0,31.6603174603175,107.368321169128,"BNIP3"
"35","detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)","1/40",0.0373399869476018,0.0964985594804869,0,0,28.4074074074074,93.3947631909339,"TAS2R41"
"36","autophagy of mitochondrion (GO:0000422)","1/40",0.0373399869476018,0.0964985594804869,0,0,28.4074074074074,93.3947631909339,"BNIP3"
"37","regulation of release of cytochrome c from mitochondria (GO:0090199)","1/41",0.0382563440505893,0.0964985594804869,0,0,27.6958333333333,90.3838530444344,"BNIP3"
"38","import into cell (GO:0098657)","1/41",0.0382563440505893,0.0964985594804869,0,0,27.6958333333333,90.3838530444344,"SLC6A20"
"39","sensory perception of bitter taste (GO:0050913)","1/41",0.0382563440505893,0.0964985594804869,0,0,27.6958333333333,90.3838530444344,"TAS2R41"
"40","detection of chemical stimulus involved in sensory perception of taste (GO:0050912)","1/44",0.0410004599209638,0.0964985594804869,0,0,25.7596899224806,82.2808801439928,"TAS2R41"
"41","mitotic spindle assembly (GO:0090307)","1/44",0.0410004599209638,0.0964985594804869,0,0,25.7596899224806,82.2808801439928,"SMC1A"
"42","cation transmembrane transport (GO:0098655)","1/44",0.0410004599209638,0.0964985594804869,0,0,25.7596899224806,82.2808801439928,"SLC6A20"
"43","amino acid transmembrane transport (GO:0003333)","1/45",0.0419135157339489,0.0964985594804869,0,0,25.1729797979798,79.8523906569319,"SLC6A20"
"44","regulation of T cell activation (GO:0050863)","1/47",0.0437371573644841,0.0984086040700892,0,0,24.0760869565217,75.3474926122397,"SIT1"
"45","cellular response to mechanical stimulus (GO:0071260)","1/49",0.0455575103218218,0.100003892918024,0,0,23.0706018518519,71.2600086978532,"BNIP3"
"46","amino acid transport (GO:0006865)","1/50",0.0464664552952436,0.100003892918024,0,0,22.5986394557823,69.3557808280063,"SLC6A20"
"47","positive regulation of macroautophagy (GO:0016239)","1/53",0.049188372572355,0.103609550737514,0,0,21.2916666666667,64.1325868653277,"BNIP3"
"48","mitochondrial transport (GO:0006839)","1/56",0.0519029280414418,0.106342931101242,0,0,20.1272727272727,59.5441225686174,"BNIP3"
"49","carboxylic acid transport (GO:0046942)","1/57",0.0528061471485763,0.106342931101242,0,0,19.7668650793651,58.1368738692247,"SLC6A20"
"50","positive regulation of mitochondrion organization (GO:0010822)","1/58",0.0537085510612334,0.106342931101242,0,0,19.4191033138402,56.7850128051737,"BNIP3"
"51","cellular protein catabolic process (GO:0044257)","1/60",0.0555109160756712,0.107756484146891,0,0,18.758945386064,54.2354050228785,"BNIP3"
"52","positive regulation of cell death (GO:0010942)","1/66",0.0608985184770234,0.115425812502136,0,0,17.0222222222222,47.6374792596839,"BNIP3"
"53","anion transmembrane transport (GO:0098656)","1/67",0.061793616794073,0.115425812502136,0,0,16.763468013468,46.6687440798145,"SLC6A20"
"54","cellular response to decreased oxygen levels (GO:0036294)","1/69",0.0635813892802248,0.116565880347079,0,0,16.2687908496732,44.8275871385836,"BNIP3"
"55","cytoskeleton-dependent cytokinesis (GO:0061640)","1/72",0.066256997970156,0.119262596346281,0,0,15.5790297339593,42.2848235696593,"SEPTIN8"
"56","mitotic nuclear division (GO:0140014)","1/74",0.068036711755515,0.1202791868535,0,0,15.1506849315068,40.7206146828493,"SMC1A"
"57","negative regulation of developmental process (GO:0051093)","1/77",0.0707002581349002,0.122795185181669,0,0,14.5504385964912,38.5485650759518,"BNIP3"
"58","spindle assembly (GO:0051225)","1/84",0.0768871820723901,0.129014085172315,0,0,13.3186077643909,34.1677707807292,"SMC1A"
"59","vascular transport (GO:0010232)","1/84",0.0768871820723901,0.129014085172315,0,0,13.3186077643909,34.1677707807292,"SLC6A20"
"60","transport across blood-brain barrier (GO:0150104)","1/86",0.0786476946512039,0.129068016575892,0,0,13.0039215686275,33.0660721725429,"SLC6A20"
"61","sodium ion transmembrane transport (GO:0035725)","1/87",0.0795267576881762,0.129068016575892,0,0,12.8520671834625,32.5370867587244,"SLC6A20"
"62","positive regulation of autophagy (GO:0010508)","1/90",0.0821591818596335,0.129107285779424,0,0,12.4169787765293,31.0312303280635,"BNIP3"
"63","sodium ion transport (GO:0006814)","1/90",0.0821591818596335,0.129107285779424,0,0,12.4169787765293,31.0312303280635,"SLC6A20"
"64","negative regulation of cell death (GO:0060548)","1/94",0.0856579879469774,0.132502200105481,0,0,11.8805256869773,29.1951182346706,"BNIP3"
"65","organic acid transport (GO:0015849)","1/100",0.0908825145361798,0.134840518097452,0,0,11.1571268237935,26.7568838212325,"SLC6A20"
"66","intrinsic apoptotic signaling pathway (GO:0097193)","1/102",0.0926177296022899,0.134840518097452,0,0,10.9350935093509,26.0175912334629,"BNIP3"
"67","regulation of cell death (GO:0010941)","1/102",0.0926177296022899,0.134840518097452,0,0,10.9350935093509,26.0175912334629,"BNIP3"
"68","mitotic sister chromatid segregation (GO:0000070)","1/102",0.0926177296022899,0.134840518097452,0,0,10.9350935093509,26.0175912334629,"SMC1A"
"69","regulation of macroautophagy (GO:0016241)","1/112",0.101246842797534,0.145267209231244,0,0,9.94494494494494,22.7758508139741,"BNIP3"
"70","positive regulation of cellular component organization (GO:0051130)","1/114",0.102963310399265,0.145619538993246,0,0,9.76794493608653,22.2062757030896,"BNIP3"
"71","regulation of protein-containing complex assembly (GO:0043254)","1/116",0.104676672080639,0.145957613182863,0,0,9.59710144927536,21.6594966563214,"SEPTIN8"
"72","defense response to symbiont (GO:0140546)","1/124",0.111499165598042,0.153311352697307,0,0,8.96928635953026,19.6762658583351,"BNIP3"
"73","cellular response to hypoxia (GO:0071456)","1/131",0.117428417767626,0.157100180526959,0,0,8.48333333333333,18.1706751306489,"BNIP3"
"74","cellular response to metal ion (GO:0071248)","1/131",0.117428417767626,0.157100180526959,0,0,8.48333333333333,18.1706751306489,"BNIP3"
"75","defense response to virus (GO:0051607)","1/133",0.119115592552291,0.157232582169025,0,0,8.35395622895623,17.7743859564468,"BNIP3"
"76","positive regulation of cellular catabolic process (GO:0031331)","1/141",0.125833785491345,0.163915062679515,0,0,7.8734126984127,16.319957921301,"BNIP3"
"77","nitrogen compound transport (GO:0071705)","1/143",0.127505733249375,0.163935942749196,0,0,7.76173708920188,15.9860267405756,"SLC6A20"
"78","mitotic spindle organization (GO:0007052)","1/157",0.139124823278895,0.176581506469367,0,0,7.06018518518519,13.9253944579638,"SMC1A"
"79","cation transport (GO:0006812)","1/174",0.153036676809716,0.190018269582554,0,0,6.36095054592164,11.939998220862,"SLC6A20"
"80","mitochondrion organization (GO:0007005)","1/175",0.153848352388989,0.190018269582554,0,0,6.32407407407407,11.8373252450242,"BNIP3"
"81","positive regulation of developmental process (GO:0051094)","1/177",0.155469493294817,0.190018269582554,0,0,6.25157828282828,11.6360986119604,"BNIP3"
"82","regulation of programmed cell death (GO:0043067)","1/194",0.169130884986891,0.204194605045149,0,0,5.69602763385147,10.1223104376742,"BNIP3"
"83","cilium organization (GO:0044782)","1/228",0.195828091269011,0.23077982799695,0,0,4.83455702398434,7.88283268463778,"HYLS1"
"84","apoptotic process (GO:0006915)","1/231",0.198144296765058,0.23077982799695,0,0,4.7707729468599,7.72273518541977,"BNIP3"
"85","regulation of autophagy (GO:0010506)","1/231",0.198144296765058,0.23077982799695,0,0,4.7707729468599,7.72273518541977,"BNIP3"
"86","inorganic cation transmembrane transport (GO:0098662)","1/274",0.230656526521953,0.262818653502119,0,0,4.01058201058201,5.88282425639237,"SLC6A20"
"87","DNA metabolic process (GO:0006259)","1/277",0.232877580482581,0.262818653502119,0,0,3.96638486312399,5.77998407487773,"SMC1A"
"88","plasma membrane bounded cell projection assembly (GO:0120031)","1/278",0.233616580890773,0.262818653502119,0,0,3.95186522262335,5.74630467210559,"HYLS1"
"89","positive regulation of programmed cell death (GO:0043068)","1/286",0.239504351953745,0.266414953296862,0,0,3.83937621832359,5.48717387599088,"BNIP3"
"90","DNA repair (GO:0006281)","1/298",0.248255720076887,0.273081292084575,0,0,3.68200523756079,5.13012292912435,"SMC1A"
"91","positive regulation of apoptotic process (GO:0043065)","1/310",0.25691162457546,0.279497261900775,0,0,3.53685724559511,4.80667079179423,"BNIP3"
"92","cilium assembly (GO:0060271)","1/314",0.259775882334227,0.279541438598787,0,0,3.49094781682641,4.7055742738332,"HYLS1"
"93","cellular protein localization (GO:0034613)","1/329",0.270423970964126,0.287870678768263,0,0,3.32876016260163,4.35323366638832,"SEPTIN8"
"94","cellular response to DNA damage stimulus (GO:0006974)","1/350",0.285087744183908,0.300251985895818,0,0,3.1251193887297,3.92189442714752,"SMC1A"
"95","negative regulation of programmed cell death (GO:0043069)","1/381",0.306224876622141,0.31911855563781,0,0,2.8656432748538,3.39130414229673,"BNIP3"
"96","organelle assembly (GO:0070925)","1/425",0.335211641612627,0.345687005413022,0,0,2.5625,2.80079502536274,"HYLS1"
"97","negative regulation of apoptotic process (GO:0043066)","1/485",0.372894386658526,0.380582930713341,0,0,2.2379476584022,2.20764594808191,"BNIP3"
"98","negative regulation of cellular process (GO:0048523)","1/566",0.420565845773955,0.424857333996138,0,0,1.90914454277286,1.65361360726011,"BNIP3"
"99","regulation of apoptotic process (GO:0042981)","1/742",0.512583758899251,0.512583758899251,0,0,1.44249512670565,0.96400672612124,"BNIP3"
