"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"19","amino-acid betaine transport (GO:0015838)","1/6",0.0269944994833615,0.33395468696959,0,0,44.2311111111111,159.76817645418,"SLC6A20"
"20","positive regulation of toll-like receptor 7 signaling pathway (GO:0034157)","1/6",0.0269944994833615,0.33395468696959,0,0,44.2311111111111,159.76817645418,"RSAD2"
"21","mitochondrial protein catabolic process (GO:0035694)","1/6",0.0269944994833615,0.33395468696959,0,0,44.2311111111111,159.76817645418,"BNIP3"
"22","response to DNA damage checkpoint signaling (GO:0072423)","1/6",0.0269944994833615,0.33395468696959,0,0,44.2311111111111,159.76817645418,"SMC1A"
"23","proline transport (GO:0015824)","1/6",0.0269944994833615,0.33395468696959,0,0,44.2311111111111,159.76817645418,"SLC6A20"
"24","regulation of T-helper 1 cell differentiation (GO:0045625)","1/7",0.0314229882270154,0.33395468696959,0,0,36.8574074074074,127.534574051713,"CD80"
"25","regulation of toll-like receptor 7 signaling pathway (GO:0034155)","1/7",0.0314229882270154,0.33395468696959,0,0,36.8574074074074,127.534574051713,"RSAD2"
"26","positive regulation of lymphocyte apoptotic process (GO:0070230)","1/7",0.0314229882270154,0.33395468696959,0,0,36.8574074074074,127.534574051713,"PDCD1"
"27","platelet dense granule organization (GO:0060155)","1/7",0.0314229882270154,0.33395468696959,0,0,36.8574074074074,127.534574051713,"ABCA1"
"28","snRNA transcription by RNA polymerase III (GO:0042796)","1/8",0.0358315430597974,0.33395468696959,0,0,31.5904761904762,105.162379101859,"ICE1"
"29","alpha-beta T cell activation (GO:0046631)","1/8",0.0358315430597974,0.33395468696959,0,0,31.5904761904762,105.162379101859,"RSAD2"
"30","positive regulation of T-helper 2 cell cytokine production (GO:2000553)","1/8",0.0358315430597974,0.33395468696959,0,0,31.5904761904762,105.162379101859,"RSAD2"
"31","regulation of Cdc42 protein signal transduction (GO:0032489)","1/8",0.0358315430597974,0.33395468696959,0,0,31.5904761904762,105.162379101859,"ABCA1"
"32","negative regulation of mitochondrial fusion (GO:0010637)","1/8",0.0358315430597974,0.33395468696959,0,0,31.5904761904762,105.162379101859,"BNIP3"
"33","myeloid leukocyte mediated immunity (GO:0002444)","1/8",0.0358315430597974,0.33395468696959,0,0,31.5904761904762,105.162379101859,"CARD9"
"34","quaternary ammonium group transport (GO:0015697)","1/9",0.0402202524791916,0.33395468696959,0,0,27.6402777777778,88.818843426344,"SLC6A20"
"35","mitochondrial fragmentation involved in apoptotic process (GO:0043653)","1/9",0.0402202524791916,0.33395468696959,0,0,27.6402777777778,88.818843426344,"BNIP3"
"36","negative regulation of membrane potential (GO:0045837)","1/9",0.0402202524791916,0.33395468696959,0,0,27.6402777777778,88.818843426344,"BNIP3"
"37","positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110)","1/9",0.0402202524791916,0.33395468696959,0,0,27.6402777777778,88.818843426344,"BNIP3"
"38","negative regulation of cholesterol storage (GO:0010887)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"ABCA1"
"39","regulation of T-helper 17 type immune response (GO:2000316)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"CARD9"
"40","positive regulation of T cell apoptotic process (GO:0070234)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"PDCD1"
"41","glycine transport (GO:0015816)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"SLC6A20"
"42","positive regulation of transcription by RNA polymerase III (GO:0045945)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"ICE1"
"43","response to laminar fluid shear stress (GO:0034616)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"ABCA1"
"44","immunoglobulin mediated immune response (GO:0016064)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"CARD9"
"45","secretory granule organization (GO:0033363)","1/10",0.0445892046624482,0.33395468696959,0,0,24.5679012345679,76.4126464122397,"ABCA1"
"46","mitotic nuclear division (GO:0140014)","2/74",0.0447694517782037,0.33395468696959,0,0,6.19132334581773,19.2316696859755,"CTDP1;SMC1A"
"47","regulation of T cell apoptotic process (GO:0070232)","1/11",0.0489384874443283,0.33395468696959,0,0,22.11,66.7100958350566,"PDCD1"
"48","regulation of T-helper 2 cell cytokine production (GO:2000551)","1/11",0.0489384874443283,0.33395468696959,0,0,22.11,66.7100958350566,"RSAD2"
"49","regulation of toll-like receptor 9 signaling pathway (GO:0034163)","1/11",0.0489384874443283,0.33395468696959,0,0,22.11,66.7100958350566,"RSAD2"
"50","B cell mediated immunity (GO:0019724)","1/11",0.0489384874443283,0.33395468696959,0,0,22.11,66.7100958350566,"CARD9"
"51","regulation of mitochondrial fusion (GO:0010635)","1/11",0.0489384874443283,0.33395468696959,0,0,22.11,66.7100958350566,"BNIP3"
"52","exit from mitosis (GO:0010458)","1/12",0.0532681882881209,0.33395468696959,0,0,20.0989898989899,58.9385989328531,"CTDP1"
"53","positive regulation of T-helper 17 type immune response (GO:2000318)","1/12",0.0532681882881209,0.33395468696959,0,0,20.0989898989899,58.9385989328531,"CARD9"
"54","phospholipid efflux (GO:0033700)","1/12",0.0532681882881209,0.33395468696959,0,0,20.0989898989899,58.9385989328531,"ABCA1"
"55","phospholipid homeostasis (GO:0055091)","1/12",0.0532681882881209,0.33395468696959,0,0,20.0989898989899,58.9385989328531,"ABCA1"
"56","protein insertion into mitochondrial inner membrane (GO:0045039)","1/12",0.0532681882881209,0.33395468696959,0,0,20.0989898989899,58.9385989328531,"TOMM70"
"57","spindle assembly (GO:0051225)","2/84",0.0561334175072472,0.33395468696959,0,0,5.43354343655796,15.6487353192617,"GOLGA8B;SMC1A"
"58","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"CARD9"
"59","antifungal innate immune response (GO:0061760)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"CARD9"
"60","mitochondrial outer membrane permeabilization (GO:0097345)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"BNIP3"
"61","negative regulation of macrophage derived foam cell differentiation (GO:0010745)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"ABCA1"
"62","high-density lipoprotein particle assembly (GO:0034380)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"ABCA1"
"63","homeostasis of number of cells (GO:0048872)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"CARD9"
"64","embryonic hemopoiesis (GO:0035162)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"KITLG"
"65","intracellular sterol transport (GO:0032366)","1/13",0.0575783943051017,0.33395468696959,0,0,18.4231481481481,52.5908638876401,"ABCA1"
"66","cellular response to low-density lipoprotein particle stimulus (GO:0071404)","1/14",0.0618691922291651,0.3380389198608,0,0,17.0051282051282,47.3207301581073,"ABCA1"
"67","positive regulation of protein-containing complex disassembly (GO:0043243)","1/14",0.0618691922291651,0.3380389198608,0,0,17.0051282051282,47.3207301581073,"BNIP3"
"68","positive regulation of T-helper cell differentiation (GO:0045624)","1/14",0.0618691922291651,0.3380389198608,0,0,17.0051282051282,47.3207301581073,"CD80"
"69","positive regulation of type 2 immune response (GO:0002830)","1/14",0.0618691922291651,0.3380389198608,0,0,17.0051282051282,47.3207301581073,"RSAD2"
"70","positive regulation of cellular component biogenesis (GO:0044089)","2/92",0.0658682314274231,0.34157578088778,0,0,4.94856429463171,13.4605849185666,"ICE1;SNF8"
"71","regulation of lymphocyte activation (GO:0051249)","1/15",0.0661406684477664,0.34157578088778,0,0,15.7896825396825,42.8843272179431,"SIT1"
"72","positive regulation of exosomal secretion (GO:1903543)","1/15",0.0661406684477664,0.34157578088778,0,0,15.7896825396825,42.8843272179431,"SNF8"
"73","intracellular cholesterol transport (GO:0032367)","1/15",0.0661406684477664,0.34157578088778,0,0,15.7896825396825,42.8843272179431,"ABCA1"
"74","late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)","1/16",0.070392908933541,0.344650995687597,0,0,14.7362962962963,39.1051604994356,"SNF8"
"75","mitotic sister chromatid cohesion (GO:0007064)","1/16",0.070392908933541,0.344650995687597,0,0,14.7362962962963,39.1051604994356,"SMC1A"
"76","regulation of cholesterol storage (GO:0010885)","1/16",0.070392908933541,0.344650995687597,0,0,14.7362962962963,39.1051604994356,"ABCA1"
"77","positive regulation by host of viral transcription (GO:0043923)","1/16",0.070392908933541,0.344650995687597,0,0,14.7362962962963,39.1051604994356,"CTDP1"
"78","positive regulation of cytokine production involved in inflammatory response (GO:1900017)","1/17",0.0746259993488433,0.347824684397195,0,0,13.8145833333333,35.8525227911179,"CARD9"
"79","modified amino acid transport (GO:0072337)","1/17",0.0746259993488433,0.347824684397195,0,0,13.8145833333333,35.8525227911179,"SLC6A20"
"80","reverse cholesterol transport (GO:0043691)","1/17",0.0746259993488433,0.347824684397195,0,0,13.8145833333333,35.8525227911179,"ABCA1"
"81","regulation of protein catabolic process (GO:0042176)","2/102",0.0787568634300608,0.347824684397195,0,0,4.4514606741573,11.312896976788,"SNF8;BANP"
"82","regulation of protein-containing complex disassembly (GO:0043244)","1/18",0.0788400249120094,0.347824684397195,0,0,13.0013071895425,33.0276689479732,"BNIP3"
"83","positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)","1/18",0.0788400249120094,0.347824684397195,0,0,13.0013071895425,33.0276689479732,"CARD9"
"84","regulation of catabolic process (GO:0009894)","1/18",0.0788400249120094,0.347824684397195,0,0,13.0013071895425,33.0276689479732,"SNF8"
"85","negative regulation of immune system process (GO:0002683)","1/19",0.0830350705457495,0.347824684397195,0,0,12.2783950617284,30.5546906310359,"PDCD1"
"86","regulation of mitochondrial membrane permeability (GO:0046902)","1/19",0.0830350705457495,0.347824684397195,0,0,12.2783950617284,30.5546906310359,"BNIP3"
"87","detection of mechanical stimulus (GO:0050982)","1/19",0.0830350705457495,0.347824684397195,0,0,12.2783950617284,30.5546906310359,"PKDREJ"
"88","protein import into mitochondrial matrix (GO:0030150)","1/19",0.0830350705457495,0.347824684397195,0,0,12.2783950617284,30.5546906310359,"TOMM70"
"89","positive regulation of mitochondrial fission (GO:0090141)","1/19",0.0830350705457495,0.347824684397195,0,0,12.2783950617284,30.5546906310359,"BNIP3"
"90","regulation of exosomal secretion (GO:1903541)","1/19",0.0830350705457495,0.347824684397195,0,0,12.2783950617284,30.5546906310359,"SNF8"
"91","negative regulation of lipid storage (GO:0010888)","1/20",0.0872112207421384,0.34957479119704,0,0,11.6315789473684,28.3743328138059,"ABCA1"
"92","early endosome to late endosome transport (GO:0045022)","1/20",0.0872112207421384,0.34957479119704,0,0,11.6315789473684,28.3743328138059,"SNF8"
"93","negative regulation of small GTPase mediated signal transduction (GO:0051058)","1/21",0.0913685596546414,0.34957479119704,0,0,11.0494444444444,26.4397056347423,"ARHGAP25"
"94","aerobic respiration (GO:0009060)","1/21",0.0913685596546414,0.34957479119704,0,0,11.0494444444444,26.4397056347423,"NDUFS8"
"95","neuron apoptotic process (GO:0051402)","1/21",0.0913685596546414,0.34957479119704,0,0,11.0494444444444,26.4397056347423,"BNIP3"
"96","regulation of transcription by RNA polymerase III (GO:0006359)","1/21",0.0913685596546414,0.34957479119704,0,0,11.0494444444444,26.4397056347423,"ICE1"
"97","positive regulation of T cell cytokine production (GO:0002726)","1/21",0.0913685596546414,0.34957479119704,0,0,11.0494444444444,26.4397056347423,"RSAD2"
"98","positive regulation of immune system process (GO:0002684)","1/21",0.0913685596546414,0.34957479119704,0,0,11.0494444444444,26.4397056347423,"RSAD2"
"99","positive regulation of cellular component organization (GO:0051130)","2/114",0.0951559456385759,0.34957479119704,0,0,3.97211075441413,9.34335065190525,"ICE1;BNIP3"
"100","amino acid import (GO:0043090)","1/22",0.0955071710697485,0.34957479119704,0,0,10.5227513227513,24.7132491268711,"SLC6A20"
"101","glutathione derivative biosynthetic process (GO:1901687)","1/22",0.0955071710697485,0.34957479119704,0,0,10.5227513227513,24.7132491268711,"AKR1A1"
"102","glutathione derivative metabolic process (GO:1901685)","1/22",0.0955071710697485,0.34957479119704,0,0,10.5227513227513,24.7132491268711,"AKR1A1"
"103","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)","1/22",0.0955071710697485,0.34957479119704,0,0,10.5227513227513,24.7132491268711,"SNF8"
"104","positive regulation of interleukin-17 production (GO:0032740)","1/23",0.0996271383895574,0.352303255289414,0,0,10.0439393939394,23.1645451099596,"CARD9"
"105","positive regulation of protein-containing complex assembly (GO:0031334)","2/118",0.100824049799038,0.352303255289414,0,0,3.83436652460287,8.79748758804512,"ABCA1;ICE1"
"106","macroautophagy (GO:0016236)","2/120",0.103692925167896,0.352303255289414,0,0,3.76899638164159,8.541757118946,"TOMM70;SNF8"
"107","lipid translocation (GO:0034204)","1/24",0.103728544660809,0.352303255289414,0,0,9.60676328502415,21.768713675853,"ABCA1"
"108","amino acid import across plasma membrane (GO:0089718)","1/24",0.103728544660809,0.352303255289414,0,0,9.60676328502415,21.768713675853,"SLC6A20"
"109","cholesterol efflux (GO:0033344)","1/24",0.103728544660809,0.352303255289414,0,0,9.60676328502415,21.768713675853,"ABCA1"
"110","defense response to fungus (GO:0050832)","1/24",0.103728544660809,0.352303255289414,0,0,9.60676328502415,21.768713675853,"CARD9"
"111","protein insertion into mitochondrial membrane (GO:0051204)","1/24",0.103728544660809,0.352303255289414,0,0,9.60676328502415,21.768713675853,"TOMM70"
"112","negative regulation of sequestering of calcium ion (GO:0051283)","1/25",0.107811472571085,0.356534431221921,0,0,9.20601851851852,20.5052205293356,"IBTK"
"113","positive regulation of release of cytochrome c from mitochondria (GO:0090200)","1/25",0.107811472571085,0.356534431221921,0,0,9.20601851851852,20.5052205293356,"BNIP3"
"114","regulation of mitochondrial fission (GO:0090140)","1/25",0.107811472571085,0.356534431221921,0,0,9.20601851851852,20.5052205293356,"BNIP3"
"115","defense response to symbiont (GO:0140546)","2/124",0.109497119442081,0.357434353219828,0,0,3.64468594584638,8.06152425528643,"RSAD2;BNIP3"
"116","positive regulation of viral transcription (GO:0050434)","1/26",0.111876004456073,0.357434353219828,0,0,8.83733333333333,19.3569778855967,"CTDP1"
"117","positive regulation of interleukin-2 production (GO:0032743)","1/26",0.111876004456073,0.357434353219828,0,0,8.83733333333333,19.3569778855967,"CD80"
"118","negative regulation of protein transport (GO:0051224)","1/26",0.111876004456073,0.357434353219828,0,0,8.83733333333333,19.3569778855967,"RSAD2"
"119","L-alpha-amino acid transmembrane transport (GO:1902475)","1/27",0.115922222237537,0.358898636803905,0,0,8.49700854700855,18.3096583010227,"SLC6A20"
"120","release of sequestered calcium ion into cytosol (GO:0051209)","1/27",0.115922222237537,0.358898636803905,0,0,8.49700854700855,18.3096583010227,"IBTK"
"121","positive regulation of toll-like receptor signaling pathway (GO:0034123)","1/27",0.115922222237537,0.358898636803905,0,0,8.49700854700855,18.3096583010227,"RSAD2"
"122","L-amino acid transport (GO:0015807)","1/28",0.119950207525974,0.358898636803905,0,0,8.18189300411523,17.3511650707188,"SLC6A20"
"123","positive regulation of cell communication (GO:0010647)","1/28",0.119950207525974,0.358898636803905,0,0,8.18189300411523,17.3511650707188,"CD80"
"124","neutral amino acid transport (GO:0015804)","1/28",0.119950207525974,0.358898636803905,0,0,8.18189300411523,17.3511650707188,"SLC6A20"
"125","positive regulation of defense response to virus by host (GO:0002230)","1/28",0.119950207525974,0.358898636803905,0,0,8.18189300411523,17.3511650707188,"TOMM70"
"126","transcription by RNA polymerase III (GO:0006383)","1/28",0.119950207525974,0.358898636803905,0,0,8.18189300411523,17.3511650707188,"ICE1"
"127","defense response to virus (GO:0051607)","2/133",0.122857862504694,0.364704048537555,0,0,3.39274380307059,7.1136581507823,"RSAD2;BNIP3"
"128","multivesicular body assembly (GO:0036258)","1/30",0.127951805279557,0.373936671243356,0,0,7.61685823754789,15.6610344641732,"SNF8"
"129","plasma membrane invagination (GO:0099024)","1/30",0.127951805279557,0.373936671243356,0,0,7.61685823754789,15.6610344641732,"ARHGAP25"
"130","regulation of macrophage derived foam cell differentiation (GO:0010743)","1/31",0.131925579154434,0.376671353992955,0,0,7.36259259259259,14.91305874036,"ABCA1"
"131","multivesicular body organization (GO:0036257)","1/31",0.131925579154434,0.376671353992955,0,0,7.36259259259259,14.91305874036,"SNF8"
"132","phospholipid translocation (GO:0045332)","1/31",0.131925579154434,0.376671353992955,0,0,7.36259259259259,14.91305874036,"ABCA1"
"133","regulation of small GTPase mediated signal transduction (GO:0051056)","2/141",0.135049081484471,0.376671353992955,0,0,3.19618462533344,6.39913557373087,"ARHGAP20;ARHGAP25"
"134","protein transmembrane import into intracellular organelle (GO:0044743)","1/32",0.135881443350244,0.376671353992955,0,0,7.1247311827957,14.2207676069662,"TOMM70"
"135","regulation of intracellular protein transport (GO:0033157)","1/32",0.135881443350244,0.376671353992955,0,0,7.1247311827957,14.2207676069662,"ICE1"
"136","mitochondrial membrane organization (GO:0007006)","1/32",0.135881443350244,0.376671353992955,0,0,7.1247311827957,14.2207676069662,"BNIP3"
"137","lytic vacuole organization (GO:0080171)","1/33",0.139819477714127,0.379222612217452,0,0,6.90173611111111,13.578497250357,"ABCA1"
"138","regulation of interleukin-17 production (GO:0032660)","1/33",0.139819477714127,0.379222612217452,0,0,6.90173611111111,13.578497250357,"CARD9"
"139","apoptotic mitochondrial changes (GO:0008637)","1/33",0.139819477714127,0.379222612217452,0,0,6.90173611111111,13.578497250357,"BNIP3"
"140","sister chromatid segregation (GO:0000819)","1/34",0.143739761683832,0.384325462090814,0,0,6.69225589225589,12.9813088875132,"SMC1A"
"141","negative regulation of mitochondrion organization (GO:0010823)","1/34",0.143739761683832,0.384325462090814,0,0,6.69225589225589,12.9813088875132,"BNIP3"
"142","negative regulation of T cell proliferation (GO:0042130)","1/35",0.147642374412926,0.389238987088623,0,0,6.49509803921569,12.4248778039803,"CD80"
"143","cellular response to virus (GO:0098586)","1/35",0.147642374412926,0.389238987088623,0,0,6.49509803921569,12.4248778039803,"TOMM70"
"144","mitochondrion disassembly (GO:0061726)","1/36",0.151527394636923,0.391272793000822,0,0,6.30920634920635,11.9054020187475,"BNIP3"
"145","positive regulation of interferon-beta production (GO:0032728)","1/36",0.151527394636923,0.391272793000822,0,0,6.30920634920635,11.9054020187475,"TOMM70"
"146","regulation of defense response to virus by host (GO:0050691)","1/36",0.151527394636923,0.391272793000822,0,0,6.30920634920635,11.9054020187475,"TOMM70"
"147","positive regulation of exocytosis (GO:0045921)","1/37",0.155394900826925,0.395837010890208,0,0,6.13364197530864,11.4195266412996,"SNF8"
"148","phagocytosis, engulfment (GO:0006911)","1/37",0.155394900826925,0.395837010890208,0,0,6.13364197530864,11.4195266412996,"ARHGAP25"
"149","lysosome organization (GO:0007040)","1/38",0.159244971004344,0.396647009494441,0,0,5.96756756756757,10.9642809025087,"ABCA1"
"150","positive regulation of signaling (GO:0023056)","1/38",0.159244971004344,0.396647009494441,0,0,5.96756756756757,10.9642809025087,"CD80"
"151","negative regulation of secretion by cell (GO:1903531)","1/39",0.163077682948643,0.396647009494441,0,0,5.81023391812866,10.5370254366574,"RSAD2"
"152","mitochondrial electron transport, NADH to ubiquinone (GO:0006120)","1/39",0.163077682948643,0.396647009494441,0,0,5.81023391812866,10.5370254366574,"NDUFS8"
"153","negative regulation of lymphocyte proliferation (GO:0050672)","1/39",0.163077682948643,0.396647009494441,0,0,5.81023391812866,10.5370254366574,"CD80"
"154","positive regulation of intracellular transport (GO:0032388)","1/39",0.163077682948643,0.396647009494441,0,0,5.81023391812866,10.5370254366574,"ICE1"
"155","negative regulation of protein secretion (GO:0050709)","1/39",0.163077682948643,0.396647009494441,0,0,5.81023391812866,10.5370254366574,"RSAD2"
"156","positive regulation of protein kinase B signaling (GO:0051897)","2/161",0.166587661239463,0.397226146166014,0,0,2.79132216804466,5.00270141757608,"KITLG;CD80"
"157","autophagy of mitochondrion (GO:0000422)","1/40",0.166893114033626,0.397226146166014,0,0,5.66096866096866,10.135407955018,"BNIP3"
"158","regulation of release of cytochrome c from mitochondria (GO:0090199)","1/41",0.170691341323327,0.397226146166014,0,0,5.51916666666667,9.75732578132531,"BNIP3"
"159","regulation of viral transcription (GO:0046782)","1/41",0.170691341323327,0.397226146166014,0,0,5.51916666666667,9.75732578132531,"CTDP1"
"160","hexose metabolic process (GO:0019318)","1/41",0.170691341323327,0.397226146166014,0,0,5.51916666666667,9.75732578132531,"AKR1A1"
"161","visual system development (GO:0150063)","1/41",0.170691341323327,0.397226146166014,0,0,5.51916666666667,9.75732578132531,"MAB21L1"
"162","import into cell (GO:0098657)","1/41",0.170691341323327,0.397226146166014,0,0,5.51916666666667,9.75732578132531,"SLC6A20"
"163","calcium ion transmembrane import into cytosol (GO:0097553)","1/42",0.174472441534073,0.398643093686943,0,0,5.38428184281843,9.40089405977471,"IBTK"
"164","negative regulation of protein catabolic process (GO:0042177)","1/42",0.174472441534073,0.398643093686943,0,0,5.38428184281843,9.40089405977471,"BANP"
"165","cellular respiration (GO:0045333)","1/42",0.174472441534073,0.398643093686943,0,0,5.38428184281843,9.40089405977471,"NDUFS8"
"166","male gonad development (GO:0008584)","1/43",0.178236490994681,0.399971173244015,0,0,5.25582010582011,9.06441866001727,"KITLG"
"167","development of primary male sexual characteristics (GO:0046546)","1/43",0.178236490994681,0.399971173244015,0,0,5.25582010582011,9.06441866001727,"KITLG"
"168","regulation of cytokine production involved in inflammatory response (GO:1900015)","1/43",0.178236490994681,0.399971173244015,0,0,5.25582010582011,9.06441866001727,"CARD9"
"169","mitotic spindle assembly (GO:0090307)","1/44",0.181983565777578,0.401215229813725,0,0,5.13333333333333,8.74637298872691,"SMC1A"
"170","cation transmembrane transport (GO:0098655)","1/44",0.181983565777578,0.401215229813725,0,0,5.13333333333333,8.74637298872691,"SLC6A20"
"171","intracellular protein transmembrane transport (GO:0065002)","1/44",0.181983565777578,0.401215229813725,0,0,5.13333333333333,8.74637298872691,"TOMM70"
"172","negative regulation of T cell activation (GO:0050868)","1/45",0.185713741568122,0.404149962106805,0,0,5.01641414141414,8.44537808137022,"CD80"
"173","amino acid transmembrane transport (GO:0003333)","1/45",0.185713741568122,0.404149962106805,0,0,5.01641414141414,8.44537808137022,"SLC6A20"
"174","mitochondrion organization (GO:0007005)","2/175",0.189359272535727,0.404149962106805,0,0,2.56361628888745,4.26613733748444,"TOMM70;BNIP3"
"175","establishment of protein localization to extracellular region (GO:0035592)","1/46",0.189427093774308,0.404149962106805,0,0,4.90469135802469,8.16018543563652,"ABCA1"
"176","regulation of T cell activation (GO:0050863)","1/47",0.193123697370832,0.404149962106805,0,0,4.79782608695652,7.88966217091894,"SIT1"
"177","regulation of immune response (GO:0050776)","2/179",0.195944668228732,0.404149962106805,0,0,2.50517361772361,4.08324000974411,"RSAD2;PDCD1"
"178","establishment of protein localization to mitochondrion (GO:0072655)","1/48",0.196803627086837,0.404149962106805,0,0,4.69550827423168,7.63277814208722,"TOMM70"
"179","substrate adhesion-dependent cell spreading (GO:0034446)","1/48",0.196803627086837,0.404149962106805,0,0,4.69550827423168,7.63277814208722,"ATRNL1"
"180","regulation of interleukin-2 production (GO:0032663)","1/48",0.196803627086837,0.404149962106805,0,0,4.69550827423168,7.63277814208722,"CD80"
"181","regulation of protein metabolic process (GO:0051246)","1/48",0.196803627086837,0.404149962106805,0,0,4.69550827423168,7.63277814208722,"SNF8"
"182","cellular response to mechanical stimulus (GO:0071260)","1/49",0.200466957331492,0.404149962106805,0,0,4.5974537037037,7.38859472925095,"BNIP3"
"183","negative regulation of catabolic process (GO:0009895)","1/49",0.200466957331492,0.404149962106805,0,0,4.5974537037037,7.38859472925095,"BANP"
"184","regulation of stress-activated MAPK cascade (GO:0032872)","1/49",0.200466957331492,0.404149962106805,0,0,4.5974537037037,7.38859472925095,"CARD9"
"185","regulation of interferon-beta production (GO:0032648)","1/49",0.200466957331492,0.404149962106805,0,0,4.5974537037037,7.38859472925095,"TOMM70"
"186","inner mitochondrial membrane organization (GO:0007007)","1/49",0.200466957331492,0.404149962106805,0,0,4.5974537037037,7.38859472925095,"TOMM70"
"187","secondary alcohol metabolic process (GO:1902652)","1/49",0.200466957331492,0.404149962106805,0,0,4.5974537037037,7.38859472925095,"ABCA1"
